Tue Sep  7 16:15:46 EDT 1999
Astronomical silicate, smoothed UV      
Computed by B.T.Draine (see Laor, A, & Draine, B.T. 1993 ApJ 402,441)
  21 1.000E-03 1.000E+01 = NRAD, a_1 (micron), a_NRAD (micron)
 241 1.000E+03 1.000E-03 = NWAV, w_1 (micron), w_NWAV (micron)

1.000E-03 = radius(micron) Astronomical silicate, smoothed UV      
w(micron)  Q_abs     Q_sca     g=<cos>
5.309E-02 9.229E-01 1.139E+00 9.15E-01
5.012E-02 9.352E-01 1.106E+00 9.27E-01
4.732E-02 9.411E-01 1.084E+00 9.35E-01
4.467E-02 9.434E-01 1.068E+00 9.42E-01
4.217E-02 9.432E-01 1.056E+00 9.48E-01
3.981E-02 9.416E-01 1.047E+00 9.53E-01
3.758E-02 9.390E-01 1.040E+00 9.57E-01
3.548E-02 9.357E-01 1.035E+00 9.61E-01
3.350E-02 9.321E-01 1.031E+00 9.65E-01
3.162E-02 9.282E-01 1.027E+00 9.68E-01
2.985E-02 9.242E-01 1.025E+00 9.72E-01
2.818E-02 9.202E-01 1.024E+00 9.75E-01
2.661E-02 9.163E-01 1.024E+00 9.77E-01
2.512E-02 9.125E-01 1.024E+00 9.80E-01
2.371E-02 9.092E-01 1.023E+00 9.83E-01
2.239E-02 9.106E-01 1.016E+00 9.85E-01
2.113E-02 9.079E-01 1.017E+00 9.87E-01
1.995E-02 9.067E-01 1.009E+00 9.89E-01
1.884E-02 9.165E-01 9.859E-01 9.90E-01
1.778E-02 9.087E-01 1.007E+00 9.91E-01
1.679E-02 9.036E-01 1.016E+00 9.92E-01
1.585E-02 8.988E-01 1.022E+00 9.93E-01
1.496E-02 8.937E-01 1.026E+00 9.94E-01
1.413E-02 8.879E-01 1.026E+00 9.95E-01
1.334E-02 8.902E-01 9.957E-01 9.95E-01
1.259E-02 8.880E-01 1.001E+00 9.96E-01
1.189E-02 8.776E-01 1.020E+00 9.96E-01
1.122E-02 8.677E-01 9.965E-01 9.97E-01
1.059E-02 9.068E-01 8.660E-01 9.97E-01
1.000E-02 8.907E-01 9.741E-01 9.97E-01
9.441E-03 8.773E-01 1.014E+00 9.98E-01
8.913E-03 8.628E-01 1.039E+00 9.98E-01
8.414E-03 8.463E-01 1.058E+00 9.98E-01
7.943E-03 8.276E-01 1.070E+00 9.98E-01
7.499E-03 8.068E-01 1.060E+00 9.99E-01
7.079E-03 8.061E-01 1.058E+00 9.99E-01
6.683E-03 7.818E-01 1.077E+00 9.99E-01
6.310E-03 7.550E-01 1.085E+00 9.99E-01
5.957E-03 7.264E-01 1.085E+00 9.99E-01
5.623E-03 6.947E-01 1.077E+00 9.99E-01
5.309E-03 6.615E-01 1.060E+00 9.99E-01
5.012E-03 6.271E-01 1.036E+00 1.00E+00
4.732E-03 5.914E-01 1.006E+00 1.00E+00
4.467E-03 5.548E-01 9.700E-01 1.00E+00
4.217E-03 5.178E-01 9.277E-01 1.00E+00
3.981E-03 4.808E-01 8.811E-01 1.00E+00
3.758E-03 4.441E-01 8.303E-01 1.00E+00
3.548E-03 4.081E-01 7.758E-01 1.00E+00
3.350E-03 3.731E-01 7.191E-01 1.00E+00
3.162E-03 3.395E-01 6.605E-01 1.00E+00
2.985E-03 3.081E-01 6.028E-01 1.00E+00
2.818E-03 2.771E-01 5.400E-01 1.00E+00
2.661E-03 2.472E-01 4.754E-01 1.00E+00
2.512E-03 2.206E-01 3.985E-01 1.00E+00
2.371E-03 1.962E-01 2.441E-01 1.00E+00
2.239E-03 3.982E-01 2.944E-01 1.00E+00
2.113E-03 3.655E-01 3.090E-01 1.00E+00
1.995E-03 3.326E-01 3.038E-01 1.00E+00
1.884E-03 3.006E-01 2.805E-01 1.00E+00
1.778E-03 2.698E-01 2.464E-01 1.00E+00
1.679E-03 2.407E-01 1.577E-01 1.00E+00
1.585E-03 3.535E-01 2.231E-01 1.00E+00
1.496E-03 3.181E-01 2.144E-01 1.00E+00
1.413E-03 3.107E-01 2.199E-01 1.00E+00
1.334E-03 2.788E-01 2.130E-01 1.00E+00
1.259E-03 2.490E-01 2.007E-01 1.00E+00
1.189E-03 2.213E-01 1.870E-01 1.00E+00
1.122E-03 1.948E-01 1.722E-01 1.00E+00
1.059E-03 1.709E-01 1.568E-01 1.00E+00
1.000E-03 1.490E-01 1.396E-01 1.00E+00

1.5849E-01 = radius(micron) Astronomical silicate, smoothed UV      
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 2.187E-05 1.593E-12 0.00E+00
9.441E+02 2.454E-05 2.006E-12 5.62E-07
8.913E+02 2.754E-05 2.525E-12 6.30E-07
8.414E+02 3.090E-05 3.179E-12 7.07E-07
7.943E+02 3.467E-05 4.002E-12 7.93E-07
7.499E+02 3.891E-05 5.038E-12 8.90E-07
7.079E+02 4.366E-05 6.342E-12 9.98E-07
6.683E+02 4.899E-05 7.985E-12 1.12E-06
6.310E+02 5.498E-05 1.005E-11 1.26E-06
5.957E+02 6.169E-05 1.266E-11 1.41E-06
5.623E+02 6.923E-05 1.593E-11 1.58E-06
5.309E+02 7.769E-05 2.006E-11 1.77E-06
5.012E+02 8.719E-05 2.526E-11 1.99E-06
4.732E+02 9.786E-05 3.180E-11 2.23E-06
4.467E+02 1.098E-04 4.004E-11 2.51E-06
4.217E+02 1.233E-04 5.041E-11 2.81E-06
3.981E+02 1.384E-04 6.346E-11 3.15E-06
3.758E+02 1.553E-04 7.990E-11 3.53E-06
3.548E+02 1.744E-04 1.006E-10 3.96E-06
3.350E+02 1.957E-04 1.266E-10 4.45E-06
3.162E+02 2.196E-04 1.595E-10 4.99E-06
2.985E+02 2.466E-04 2.008E-10 5.59E-06
2.818E+02 2.770E-04 2.528E-10 6.27E-06
2.661E+02 3.111E-04 3.183E-10 7.03E-06
2.512E+02 3.494E-04 4.007E-10 7.88E-06
2.371E+02 3.924E-04 5.046E-10 8.83E-06
2.239E+02 4.407E-04 6.353E-10 9.90E-06
2.113E+02 4.951E-04 8.000E-10 1.11E-05
1.995E+02 5.562E-04 1.007E-09 1.24E-05
1.884E+02 6.251E-04 1.269E-09 1.39E-05
1.778E+02 7.026E-04 1.598E-09 1.56E-05
1.679E+02 7.899E-04 2.012E-09 1.75E-05
1.585E+02 8.883E-04 2.534E-09 1.95E-05
1.496E+02 9.992E-04 3.191E-09 2.19E-05
1.413E+02 1.124E-03 4.018E-09 2.45E-05
1.334E+02 1.265E-03 5.061E-09 2.73E-05
1.259E+02 1.424E-03 6.375E-09 3.06E-05
1.189E+02 1.605E-03 8.028E-09 3.41E-05
1.122E+02 1.807E-03 1.011E-08 3.81E-05
1.059E+02 2.037E-03 1.274E-08 4.25E-05
1.000E+02 2.298E-03 1.604E-08 4.73E-05
9.441E+01 2.592E-03 2.021E-08 5.27E-05
8.913E+01 2.926E-03 2.546E-08 5.86E-05
8.414E+01 3.302E-03 3.208E-08 6.51E-05
7.943E+01 3.731E-03 4.040E-08 7.22E-05
7.499E+01 4.218E-03 5.088E-08 7.99E-05
7.079E+01 4.771E-03 6.407E-08 8.83E-05
6.683E+01 5.395E-03 8.068E-08 9.73E-05
6.310E+01 6.106E-03 1.016E-07 1.07E-04
5.957E+01 6.908E-03 1.278E-07 1.18E-04
5.623E+01 7.816E-03 1.607E-07 1.29E-04
5.309E+01 8.834E-03 2.021E-07 1.41E-04
5.012E+01 9.985E-03 2.539E-07 1.53E-04
4.732E+01 1.128E-02 3.189E-07 1.67E-04
4.467E+01 1.273E-02 4.003E-07 1.81E-04
4.217E+01 1.436E-02 5.020E-07 1.96E-04
3.981E+01 1.616E-02 6.282E-07 2.12E-04
3.758E+01 1.816E-02 7.858E-07 2.29E-04
3.548E+01 2.030E-02 9.852E-07 2.48E-04
3.350E+01 2.274E-02 1.235E-06 2.68E-04
3.162E+01 2.561E-02 1.548E-06 2.89E-04
2.985E+01 2.891E-02 1.937E-06 3.10E-04
2.818E+01 3.263E-02 2.415E-06 3.32E-04
2.661E+01 3.691E-02 3.011E-06 3.55E-04
2.512E+01 4.184E-02 3.759E-06 3.79E-04
2.371E+01 4.735E-02 4.647E-06 4.05E-04
2.239E+01 5.379E-02 5.748E-06 4.31E-04
2.113E+01 6.122E-02 7.013E-06 4.59E-04
1.995E+01 7.014E-02 8.463E-06 4.87E-04
1.884E+01 7.813E-02 9.469E-06 5.24E-04
1.778E+01 7.860E-02 9.715E-06 5.90E-04
1.679E+01 7.163E-02 9.783E-06 6.86E-04
1.585E+01 6.128E-02 1.059E-05 8.11E-04
1.496E+01 5.198E-02 1.310E-05 9.69E-04
1.413E+01 4.680E-02 1.883E-05 1.18E-03
1.334E+01 5.591E-02 2.915E-05 1.38E-03
1.259E+01 7.382E-02 4.217E-05 1.49E-03
1.189E+01 9.818E-02 5.837E-05 1.52E-03
1.122E+01 1.277E-01 7.762E-05 1.51E-03
1.059E+01 1.688E-01 1.030E-04 1.46E-03
1.000E+01 2.053E-01 1.156E-04 1.50E-03
9.441E+00 2.297E-01 1.176E-04 1.60E-03
8.913E+00 1.712E-01 6.310E-05 1.89E-03
8.414E+00 1.107E-01 3.092E-05 2.24E-03
7.943E+00 5.142E-02 1.372E-05 2.65E-03
7.499E+00 2.285E-02 2.920E-05 3.17E-03
7.079E+00 1.799E-02 6.010E-05 3.72E-03
6.683E+00 1.784E-02 9.614E-05 4.29E-03
6.310E+00 1.775E-02 1.395E-04 4.90E-03
5.957E+00 1.738E-02 1.939E-04 5.58E-03
5.623E+00 1.713E-02 2.632E-04 6.33E-03
5.309E+00 1.716E-02 3.515E-04 7.17E-03
5.012E+00 1.743E-02 4.645E-04 8.11E-03
4.732E+00 1.792E-02 6.073E-04 9.15E-03
4.467E+00 1.856E-02 7.890E-04 1.03E-02
4.217E+00 1.934E-02 1.018E-03 1.16E-02
3.981E+00 2.014E-02 1.309E-03 1.31E-02
3.758E+00 2.095E-02 1.677E-03 1.47E-02
3.548E+00 2.184E-02 2.143E-03 1.65E-02
3.350E+00 2.276E-02 2.731E-03 1.86E-02
3.162E+00 2.364E-02 3.474E-03 2.09E-02
2.985E+00 2.464E-02 4.416E-03 2.34E-02
2.818E+00 2.577E-02 5.611E-03 2.63E-02
2.661E+00 2.700E-02 7.124E-03 2.95E-02
2.512E+00 2.837E-02 9.036E-03 3.31E-02
2.371E+00 2.991E-02 1.145E-02 3.72E-02
2.239E+00 3.159E-02 1.451E-02 4.17E-02
2.113E+00 3.343E-02 1.836E-02 4.68E-02
1.995E+00 3.548E-02 2.324E-02 5.24E-02
1.884E+00 3.774E-02 2.940E-02 5.88E-02
1.778E+00 4.027E-02 3.718E-02 6.60E-02
1.679E+00 4.315E-02 4.699E-02 7.40E-02
1.585E+00 4.638E-02 5.936E-02 8.30E-02
1.496E+00 4.992E-02 7.492E-02 9.32E-02
1.413E+00 5.386E-02 9.442E-02 1.05E-01
1.334E+00 5.821E-02 1.188E-01 1.18E-01
1.259E+00 6.305E-02 1.492E-01 1.32E-01
1.189E+00 6.862E-02 1.867E-01 1.49E-01
1.122E+00 7.482E-02 2.328E-01 1.69E-01
1.059E+00 8.172E-02 2.887E-01 1.91E-01
1.000E+00 8.941E-02 3.557E-01 2.17E-01
9.441E-01 9.808E-02 4.347E-01 2.48E-01
8.913E-01 1.079E-01 5.267E-01 2.85E-01
8.414E-01 1.194E-01 6.327E-01 3.28E-01
7.943E-01 1.331E-01 7.545E-01 3.78E-01
7.499E-01 1.502E-01 8.971E-01 4.36E-01
7.079E-01 1.720E-01 1.071E+00 4.97E-01
6.683E-01 1.989E-01 1.295E+00 5.52E-01
6.310E-01 2.287E-01 1.584E+00 5.90E-01
5.957E-01 2.537E-01 1.918E+00 6.01E-01
5.623E-01 2.643E-01 2.219E+00 5.92E-01
5.309E-01 2.619E-01 2.415E+00 5.79E-01
5.012E-01 2.605E-01 2.527E+00 5.78E-01
4.732E-01 2.763E-01 2.648E+00 5.97E-01
4.467E-01 3.202E-01 2.894E+00 6.35E-01
4.217E-01 3.823E-01 3.320E+00 6.78E-01
3.981E-01 4.079E-01 3.687E+00 6.99E-01
3.758E-01 3.875E-01 3.695E+00 6.91E-01
3.548E-01 3.851E-01 3.550E+00 6.67E-01
3.350E-01 4.523E-01 3.617E+00 6.55E-01
3.162E-01 5.308E-01 3.936E+00 6.82E-01
2.985E-01 4.857E-01 3.660E+00 6.90E-01
2.818E-01 4.940E-01 3.113E+00 6.42E-01
2.661E-01 6.387E-01 3.031E+00 5.85E-01
2.512E-01 5.628E-01 2.629E+00 5.84E-01
2.371E-01 5.919E-01 1.845E+00 4.84E-01
2.239E-01 6.630E-01 1.625E+00 4.22E-01
2.113E-01 7.261E-01 1.261E+00 4.27E-01
1.995E-01 8.949E-01 1.364E+00 6.56E-01
1.884E-01 1.123E+00 1.576E+00 8.00E-01
1.778E-01 1.229E+00 1.560E+00 8.47E-01
1.679E-01 1.259E+00 1.332E+00 8.42E-01
1.585E-01 1.249E+00 1.273E+00 8.39E-01
1.496E-01 1.219E+00 1.292E+00 8.38E-01
1.413E-01 1.202E+00 1.292E+00 8.42E-01
1.334E-01 1.188E+00 1.289E+00 8.46E-01
1.259E-01 1.171E+00 1.290E+00 8.48E-01
1.189E-01 1.152E+00 1.294E+00 8.48E-01
1.122E-01 1.131E+00 1.302E+00 8.47E-01
1.059E-01 1.108E+00 1.316E+00 8.44E-01
1.000E-01 1.084E+00 1.329E+00 8.41E-01
9.441E-02 1.063E+00 1.332E+00 8.43E-01
8.913E-02 1.050E+00 1.315E+00 8.51E-01
8.414E-02 1.035E+00 1.319E+00 8.51E-01
7.943E-02 1.003E+00 1.339E+00 8.45E-01
7.499E-02 9.621E-01 1.360E+00 8.38E-01
7.079E-02 9.222E-01 1.372E+00 8.35E-01
6.683E-02 8.744E-01 1.387E+00 8.31E-01
6.310E-02 8.198E-01 1.397E+00 8.30E-01
5.957E-02 8.069E-01 1.345E+00 8.59E-01
5.623E-02 8.763E-01 1.230E+00 9.05E-01
5.309E-02 9.026E-01 1.184E+00 9.23E-01
5.012E-02 9.177E-01 1.154E+00 9.34E-01
4.732E-02 9.263E-01 1.134E+00 9.43E-01
4.467E-02 9.313E-01 1.118E+00 9.49E-01
4.217E-02 9.338E-01 1.107E+00 9.54E-01
3.981E-02 9.349E-01 1.097E+00 9.58E-01
3.758E-02 9.350E-01 1.089E+00 9.62E-01
3.548E-02 9.345E-01 1.082E+00 9.66E-01
3.350E-02 9.336E-01 1.075E+00 9.69E-01
3.162E-02 9.326E-01 1.069E+00 9.72E-01
2.985E-02 9.314E-01 1.064E+00 9.75E-01
2.818E-02 9.303E-01 1.059E+00 9.77E-01
2.661E-02 9.294E-01 1.054E+00 9.80E-01
2.512E-02 9.288E-01 1.049E+00 9.82E-01
2.371E-02 9.288E-01 1.044E+00 9.85E-01
2.239E-02 9.319E-01 1.038E+00 9.87E-01
2.113E-02 9.319E-01 1.036E+00 9.88E-01
1.995E-02 9.337E-01 1.032E+00 9.90E-01
1.884E-02 9.416E-01 1.021E+00 9.91E-01
1.778E-02 9.370E-01 1.029E+00 9.92E-01
1.679E-02 9.352E-01 1.033E+00 9.93E-01
1.585E-02 9.339E-01 1.038E+00 9.94E-01
1.496E-02 9.325E-01 1.043E+00 9.95E-01
1.413E-02 9.311E-01 1.050E+00 9.95E-01
1.334E-02 9.346E-01 1.043E+00 9.96E-01
1.259E-02 9.342E-01 1.048E+00 9.96E-01
1.189E-02 9.294E-01 1.065E+00 9.97E-01
1.122E-02 9.262E-01 1.072E+00 9.97E-01
1.059E-02 9.503E-01 9.821E-01 9.98E-01
1.000E-02 9.395E-01 1.042E+00 9.98E-01
9.441E-03 9.326E-01 1.070E+00 9.98E-01
8.913E-03 9.256E-01 1.096E+00 9.98E-01
8.414E-03 9.175E-01 1.125E+00 9.98E-01
7.943E-03 9.079E-01 1.156E+00 9.99E-01
7.499E-03 8.969E-01 1.184E+00 9.99E-01
7.079E-03 8.970E-01 1.186E+00 9.99E-01
6.683E-03 8.827E-01 1.229E+00 9.99E-01
6.310E-03 8.660E-01 1.272E+00 9.99E-01
5.957E-03 8.468E-01 1.314E+00 9.99E-01
5.623E-03 8.242E-01 1.354E+00 1.00E+00
5.309E-03 7.989E-01 1.390E+00 1.00E+00
5.012E-03 7.710E-01 1.418E+00 1.00E+00
4.732E-03 7.402E-01 1.439E+00 1.00E+00
4.467E-03 7.068E-01 1.449E+00 1.00E+00
4.217E-03 6.714E-01 1.448E+00 1.00E+00
3.981E-03 6.340E-01 1.434E+00 1.00E+00
3.758E-03 5.953E-01 1.407E+00 1.00E+00
3.548E-03 5.555E-01 1.367E+00 1.00E+00
3.350E-03 5.154E-01 1.314E+00 1.00E+00
3.162E-03 4.755E-01 1.249E+00 1.00E+00
2.985E-03 4.370E-01 1.176E+00 1.00E+00
2.818E-03 3.978E-01 1.087E+00 1.00E+00
2.661E-03 3.590E-01 9.852E-01 1.00E+00
2.512E-03 3.236E-01 8.504E-01 1.00E+00
2.371E-03 2.905E-01 5.437E-01 1.00E+00
2.239E-03 5.448E-01 5.919E-01 1.00E+00
2.113E-03 5.069E-01 6.290E-01 1.00E+00
1.995E-03 4.674E-01 6.289E-01 1.00E+00
1.884E-03 4.278E-01 5.924E-01 1.00E+00
1.778E-03 3.886E-01 5.316E-01 1.00E+00
1.679E-03 3.505E-01 3.508E-01 1.00E+00
1.585E-03 4.927E-01 4.657E-01 1.00E+00
1.496E-03 4.496E-01 4.557E-01 1.00E+00
1.413E-03 4.404E-01 4.685E-01 1.00E+00
1.334E-03 4.002E-01 4.609E-01 1.00E+00
1.259E-03 3.614E-01 4.410E-01 1.00E+00
1.189E-03 3.246E-01 4.170E-01 1.00E+00
1.122E-03 2.886E-01 3.894E-01 1.00E+00
1.059E-03 2.554E-01 3.592E-01 1.00E+00
1.000E-03 2.244E-01 3.235E-01 1.00E+00

2.5119E-01 = radius(micron) Astronomical silicate, smoothed UV      
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 3.466E-05 1.005E-11 1.26E-06
9.441E+02 3.889E-05 1.265E-11 1.41E-06
8.913E+02 4.364E-05 1.593E-11 1.58E-06
8.414E+02 4.897E-05 2.006E-11 1.78E-06
7.943E+02 5.495E-05 2.525E-11 1.99E-06
7.499E+02 6.167E-05 3.179E-11 2.24E-06
7.079E+02 6.920E-05 4.002E-11 2.51E-06
6.683E+02 7.765E-05 5.038E-11 2.81E-06
6.310E+02 8.714E-05 6.343E-11 3.16E-06
5.957E+02 9.778E-05 7.986E-11 3.54E-06
5.623E+02 1.097E-04 1.005E-10 3.97E-06
5.309E+02 1.231E-04 1.266E-10 4.46E-06
5.012E+02 1.382E-04 1.594E-10 5.00E-06
4.732E+02 1.551E-04 2.006E-10 5.61E-06
4.467E+02 1.741E-04 2.526E-10 6.29E-06
4.217E+02 1.954E-04 3.181E-10 7.06E-06
3.981E+02 2.193E-04 4.004E-10 7.92E-06
3.758E+02 2.462E-04 5.041E-10 8.88E-06
3.548E+02 2.763E-04 6.347E-10 9.96E-06
3.350E+02 3.102E-04 7.991E-10 1.12E-05
3.162E+02 3.481E-04 1.006E-09 1.25E-05
2.985E+02 3.908E-04 1.267E-09 1.40E-05
2.818E+02 4.390E-04 1.595E-09 1.57E-05
2.661E+02 4.930E-04 2.008E-09 1.77E-05
2.512E+02 5.538E-04 2.528E-09 1.98E-05
2.371E+02 6.219E-04 3.184E-09 2.22E-05
2.239E+02 6.986E-04 4.009E-09 2.49E-05
2.113E+02 7.847E-04 5.048E-09 2.79E-05
1.995E+02 8.816E-04 6.356E-09 3.12E-05
1.884E+02 9.908E-04 8.005E-09 3.50E-05
1.778E+02 1.114E-03 1.008E-08 3.92E-05
1.679E+02 1.252E-03 1.269E-08 4.38E-05
1.585E+02 1.408E-03 1.599E-08 4.91E-05
1.496E+02 1.584E-03 2.013E-08 5.49E-05
1.413E+02 1.782E-03 2.536E-08 6.14E-05
1.334E+02 2.006E-03 3.194E-08 6.87E-05
1.259E+02 2.258E-03 4.023E-08 7.68E-05
1.189E+02 2.544E-03 5.066E-08 8.57E-05
1.122E+02 2.866E-03 6.382E-08 9.57E-05
1.059E+02 3.229E-03 8.039E-08 1.07E-04
1.000E+02 3.643E-03 1.012E-07 1.19E-04
9.441E+01 4.111E-03 1.275E-07 1.32E-04
8.913E+01 4.640E-03 1.607E-07 1.47E-04
8.414E+01 5.237E-03 2.024E-07 1.64E-04
7.943E+01 5.918E-03 2.550E-07 1.81E-04
7.499E+01 6.691E-03 3.211E-07 2.01E-04
7.079E+01 7.568E-03 4.044E-07 2.22E-04
6.683E+01 8.558E-03 5.092E-07 2.45E-04
6.310E+01 9.687E-03 6.409E-07 2.69E-04
5.957E+01 1.096E-02 8.066E-07 2.95E-04
5.623E+01 1.240E-02 1.015E-06 3.23E-04
5.309E+01 1.402E-02 1.276E-06 3.53E-04
5.012E+01 1.585E-02 1.603E-06 3.85E-04
4.732E+01 1.791E-02 2.013E-06 4.18E-04
4.467E+01 2.021E-02 2.527E-06 4.54E-04
4.217E+01 2.280E-02 3.170E-06 4.92E-04
3.981E+01 2.567E-02 3.967E-06 5.32E-04
3.758E+01 2.885E-02 4.962E-06 5.75E-04
3.548E+01 3.226E-02 6.222E-06 6.23E-04
3.350E+01 3.613E-02 7.801E-06 6.74E-04
3.162E+01 4.070E-02 9.776E-06 7.25E-04
2.985E+01 4.597E-02 1.224E-05 7.78E-04
2.818E+01 5.190E-02 1.526E-05 8.33E-04
2.661E+01 5.871E-02 1.903E-05 8.91E-04
2.512E+01 6.657E-02 2.376E-05 9.51E-04
2.371E+01 7.536E-02 2.937E-05 1.02E-03
2.239E+01 8.562E-02 3.634E-05 1.08E-03
2.113E+01 9.746E-02 4.434E-05 1.15E-03
1.995E+01 1.117E-01 5.351E-05 1.22E-03
1.884E+01 1.244E-01 5.986E-05 1.31E-03
1.778E+01 1.251E-01 6.140E-05 1.48E-03
1.679E+01 1.140E-01 6.182E-05 1.72E-03
1.585E+01 9.760E-02 6.694E-05 2.04E-03
1.496E+01 8.288E-02 8.285E-05 2.43E-03
1.413E+01 7.476E-02 1.191E-04 2.95E-03
1.334E+01 8.949E-02 1.846E-04 3.46E-03
1.259E+01 1.184E-01 2.673E-04 3.74E-03
1.189E+01 1.575E-01 3.702E-04 3.81E-03
1.122E+01 2.050E-01 4.923E-04 3.78E-03
1.059E+01 2.706E-01 6.527E-04 3.67E-03
1.000E+01 3.282E-01 7.309E-04 3.77E-03
9.441E+00 3.656E-01 7.397E-04 4.03E-03
8.913E+00 2.713E-01 3.952E-04 4.75E-03
8.414E+00 1.756E-01 1.936E-04 5.65E-03
7.943E+00 8.178E-02 8.603E-05 6.67E-03
7.499E+00 3.651E-02 1.836E-04 7.96E-03
7.079E+00 2.888E-02 3.788E-04 9.33E-03
6.683E+00 2.873E-02 6.068E-04 1.08E-02
6.310E+00 2.868E-02 8.819E-04 1.23E-02
5.957E+00 2.819E-02 1.226E-03 1.40E-02
5.623E+00 2.790E-02 1.667E-03 1.58E-02
5.309E+00 2.806E-02 2.229E-03 1.79E-02
5.012E+00 2.863E-02 2.949E-03 2.03E-02
4.732E+00 2.959E-02 3.861E-03 2.29E-02
4.467E+00 3.082E-02 5.023E-03 2.58E-02
4.217E+00 3.230E-02 6.492E-03 2.90E-02
3.981E+00 3.385E-02 8.354E-03 3.27E-02
3.758E+00 3.547E-02 1.072E-02 3.67E-02
3.548E+00 3.725E-02 1.371E-02 4.13E-02
3.350E+00 3.916E-02 1.750E-02 4.64E-02
3.162E+00 4.104E-02 2.230E-02 5.20E-02
2.985E+00 4.320E-02 2.838E-02 5.84E-02
2.818E+00 4.566E-02 3.610E-02 6.56E-02
2.661E+00 4.841E-02 4.586E-02 7.37E-02
2.512E+00 5.148E-02 5.817E-02 8.27E-02
2.371E+00 5.496E-02 7.365E-02 9.29E-02
2.239E+00 5.882E-02 9.315E-02 1.04E-01
2.113E+00 6.311E-02 1.175E-01 1.17E-01
1.995E+00 6.791E-02 1.478E-01 1.32E-01
1.884E+00 7.325E-02 1.854E-01 1.49E-01
1.778E+00 7.923E-02 2.314E-01 1.69E-01
1.679E+00 8.605E-02 2.874E-01 1.91E-01
1.585E+00 9.371E-02 3.545E-01 2.17E-01
1.496E+00 1.022E-01 4.338E-01 2.48E-01
1.413E+00 1.119E-01 5.258E-01 2.85E-01
1.334E+00 1.232E-01 6.316E-01 3.28E-01
1.259E+00 1.368E-01 7.528E-01 3.78E-01
1.189E+00 1.541E-01 8.944E-01 4.36E-01
1.122E+00 1.761E-01 1.067E+00 4.97E-01
1.059E+00 2.033E-01 1.287E+00 5.52E-01
1.000E+00 2.332E-01 1.569E+00 5.90E-01
9.441E-01 2.582E-01 1.894E+00 6.02E-01
8.913E-01 2.691E-01 2.187E+00 5.94E-01
8.414E-01 2.669E-01 2.382E+00 5.82E-01
7.943E-01 2.651E-01 2.492E+00 5.81E-01
7.499E-01 2.792E-01 2.605E+00 5.98E-01
7.079E-01 3.195E-01 2.825E+00 6.35E-01
6.683E-01 3.781E-01 3.210E+00 6.78E-01
6.310E-01 4.088E-01 3.578E+00 7.03E-01
5.957E-01 3.941E-01 3.638E+00 7.00E-01
5.623E-01 3.871E-01 3.519E+00 6.81E-01
5.309E-01 4.351E-01 3.531E+00 6.70E-01
5.012E-01 5.196E-01 3.828E+00 6.91E-01
4.732E-01 5.029E-01 3.786E+00 7.10E-01
4.467E-01 4.854E-01 3.361E+00 6.92E-01
4.217E-01 5.745E-01 3.125E+00 6.45E-01
3.981E-01 6.173E-01 3.120E+00 6.50E-01
3.758E-01 5.581E-01 2.582E+00 6.33E-01
3.548E-01 6.725E-01 2.104E+00 5.52E-01
3.350E-01 6.655E-01 1.944E+00 5.41E-01
3.162E-01 6.395E-01 1.477E+00 4.75E-01
2.985E-01 7.528E-01 1.349E+00 4.84E-01
2.818E-01 6.911E-01 1.367E+00 5.25E-01
2.661E-01 7.441E-01 1.452E+00 6.41E-01
2.512E-01 7.390E-01 1.774E+00 7.31E-01
2.371E-01 7.262E-01 2.137E+00 7.86E-01
2.239E-01 7.346E-01 2.164E+00 8.14E-01
2.113E-01 8.458E-01 1.749E+00 7.88E-01
1.995E-01 9.701E-01 1.292E+00 7.50E-01
1.884E-01 1.101E+00 1.286E+00 8.18E-01
1.778E-01 1.161E+00 1.330E+00 8.69E-01
1.679E-01 1.153E+00 1.257E+00 8.68E-01
1.585E-01 1.125E+00 1.273E+00 8.62E-01
1.496E-01 1.101E+00 1.284E+00 8.56E-01
1.413E-01 1.089E+00 1.285E+00 8.58E-01
1.334E-01 1.079E+00 1.283E+00 8.61E-01
1.259E-01 1.066E+00 1.284E+00 8.62E-01
1.189E-01 1.052E+00 1.288E+00 8.61E-01
1.122E-01 1.035E+00 1.295E+00 8.59E-01
1.059E-01 1.015E+00 1.308E+00 8.54E-01
1.000E-01 9.944E-01 1.320E+00 8.51E-01
9.441E-02 9.776E-01 1.324E+00 8.51E-01
8.913E-02 9.696E-01 1.311E+00 8.59E-01
8.414E-02 9.576E-01 1.314E+00 8.58E-01
7.943E-02 9.293E-01 1.332E+00 8.51E-01
7.499E-02 8.943E-01 1.352E+00 8.44E-01
7.079E-02 8.619E-01 1.364E+00 8.41E-01
6.683E-02 8.235E-01 1.380E+00 8.36E-01
6.310E-02 7.816E-01 1.392E+00 8.35E-01
5.957E-02 7.833E-01 1.348E+00 8.63E-01
5.623E-02 8.566E-01 1.246E+00 9.10E-01
5.309E-02 8.846E-01 1.204E+00 9.28E-01
5.012E-02 9.014E-01 1.176E+00 9.39E-01
4.732E-02 9.117E-01 1.157E+00 9.47E-01
4.467E-02 9.184E-01 1.143E+00 9.53E-01
4.217E-02 9.227E-01 1.132E+00 9.57E-01
